Employee Id,Emplyee name,Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole
992,Jaleesa I Averett,33,No,Non-Travel,722,Sales,3,Life Sciences,Male,38,4,Manager,Single,17444,20489,1,No,11,3,0,10,2,10,8
994,Corina U Korhonen,29,Yes,Travel_Rarely,906,Research & Development,3,Life Sciences,Female,92,1,Research Scientist,Single,2404,11479,6,Yes,20,4,0,3,5,0,0
995,Andrew D Hersey,33,No,Travel_Rarely,461,Research & Development,1,Life Sciences,Female,53,1,Research Scientist,Single,3452,17241,3,No,18,3,0,5,4,3,2
996,Delphine P Carpio,45,No,Travel_Rarely,974,Research & Development,4,Medical,Female,91,1,Laboratory Technician,Divorced,2270,11005,3,No,14,3,2,8,2,5,3
997,Joanie N Folkerts,50,No,Travel_Rarely,1126,Research & Development,2,Medical,Male,66,4,Research Director,Divorced,17399,6615,9,No,22,4,1,32,1,5,4
998,Keith E Moyes,33,No,Travel_Frequently,827,Research & Development,4,Other,Female,84,2,Healthcare Representative,Married,5488,20161,1,Yes,13,3,1,6,2,6,5
999,Katie N Kinnison,41,No,Travel_Frequently,840,Research & Development,3,Medical,Male,64,5,Research Director,Divorced,19419,3735,2,No,17,3,1,21,2,18,16
1001,Angel F Palomino,27,No,Travel_Rarely,1134,Research & Development,4,Technical Degree,Female,37,1,Laboratory Technician,Married,2811,12086,9,No,14,3,1,4,2,2,2
1002,Vicki V Broussard,45,No,Non-Travel,248,Research & Development,2,Life Sciences,Male,42,2,Laboratory Technician,Married,3633,14039,1,Yes,15,3,1,9,2,9,8
1003,Sam C Limones,47,No,Travel_Rarely,955,Sales,2,Life Sciences,Female,83,2,Sales Executive,Single,4163,8571,1,Yes,17,3,0,9,0,9,0
1004,Amelia H Burbank,30,Yes,Travel_Rarely,138,Research & Development,3,Life Sciences,Female,48,1,Research Scientist,Married,2132,11539,4,Yes,11,3,0,7,2,5,2
1005,Daniel L Nava,50,No,Travel_Rarely,939,Research & Development,3,Life Sciences,Male,95,4,Manufacturing Director,Married,13973,4161,3,Yes,18,3,1,22,2,12,11
1006,Jefferson N Thurman,38,No,Travel_Frequently,1391,Research & Development,1,Medical,Male,66,1,Research Scientist,Married,2684,12127,0,No,17,3,1,3,0,2,1
1007,Forest Z Hacker,46,No,Travel_Rarely,566,Research & Development,2,Medical,Male,75,3,Manufacturing Director,Divorced,10845,24208,6,No,13,3,1,13,3,8,7
1009,Colleen B Lenihan,24,No,Travel_Rarely,1206,Research & Development,1,Medical,Female,41,2,Manufacturing Director,Divorced,4377,24117,1,No,15,3,2,5,6,4,2
1010,Elease H Burger,35,Yes,Travel_Rarely,622,Research & Development,4,Other,Male,39,1,Laboratory Technician,Divorced,3743,10074,1,Yes,24,4,1,5,2,4,2
1011,Benedict B Wix,31,No,Travel_Frequently,853,Research & Development,1,Life Sciences,Female,96,2,Manufacturing Director,Married,4148,11275,1,No,12,3,1,4,1,4,3
1012,Minta J Branham,18,No,Non-Travel,287,Research & Development,2,Life Sciences,Male,73,1,Research Scientist,Single,1051,13493,1,No,15,3,0,0,2,0,0
1013,Cicely W Colton,54,No,Travel_Rarely,1441,Research & Development,3,Technical Degree,Female,56,3,Manufacturing Director,Married,10739,13943,8,No,11,3,1,22,2,10,7
1014,Sheryll X Broadbent,35,No,Travel_Rarely,583,Research & Development,4,Medical,Female,57,3,Healthcare Representative,Divorced,10388,6975,1,Yes,11,3,1,16,3,16,10
1015,Margarett E Mulford,30,No,Travel_Rarely,153,Research & Development,2,Life Sciences,Female,73,3,Research Director,Married,11416,17802,0,Yes,12,3,3,9,4,8,7
1016,Zane J Hurdle,20,Yes,Travel_Rarely,1097,Research & Development,3,Medical,Female,98,1,Research Scientist,Single,2600,18275,1,Yes,15,3,0,1,2,1,0
1017,Fermin L Zapata,30,Yes,Travel_Frequently,109,Research & Development,3,Medical,Female,60,1,Laboratory Technician,Single,2422,25725,0,No,17,3,0,4,3,3,2
1018,Benedict U Daye,26,No,Travel_Rarely,1066,Research & Development,2,Medical,Male,32,2,Manufacturing Director,Married,5472,3334,1,No,12,3,0,8,2,8,7
1019,Sena U Delrosario,22,No,Travel_Rarely,217,Research & Development,1,Life Sciences,Male,94,1,Laboratory Technician,Married,2451,6881,1,No,15,3,1,4,3,4,3
1022,Forest Z Blewett,48,No,Travel_Rarely,277,Research & Development,3,Life Sciences,Male,97,2,Healthcare Representative,Single,4240,13119,2,No,13,3,0,19,0,2,2
1024,Cassaundra K Polito,48,No,Travel_Rarely,1355,Research & Development,4,Life Sciences,Male,78,3,Healthcare Representative,Single,10999,22245,7,No,14,3,0,27,3,15,11
1025,Wiley U Maske,41,No,Travel_Rarely,549,Research & Development,2,Medical,Female,42,2,Manufacturing Director,Single,5003,23371,6,No,14,3,0,8,6,2,2
1026,Taneka Q Church,39,No,Travel_Rarely,466,Research & Development,1,Life Sciences,Female,65,4,Manufacturing Director,Married,12742,7060,1,No,16,3,1,21,3,21,6
1027,Stanley F Casillas,27,No,Travel_Rarely,1055,Research & Development,4,Life Sciences,Female,47,2,Manufacturing Director,Married,4227,4658,0,No,18,3,1,4,2,3,2
1028,Kraig P Brownfield,35,No,Travel_Rarely,802,Research & Development,3,Other,Male,45,1,Laboratory Technician,Divorced,3917,9541,1,No,20,4,1,3,4,3,2
1029,Clint Q Orear,42,No,Travel_Rarely,265,Sales,2,Marketing,Male,90,5,Manager,Married,18303,7770,6,No,13,3,0,21,3,1,0
1030,Dawna T Woodbury,50,No,Travel_Rarely,804,Research & Development,3,Life Sciences,Male,64,1,Laboratory Technician,Married,2380,20165,4,No,18,3,0,8,5,1,0
1032,Andria Z Reza,59,No,Travel_Rarely,715,Research & Development,3,Life Sciences,Female,69,4,Manufacturing Director,Single,13726,21829,3,Yes,13,3,0,30,4,5,3
1033,Bertha E Harbison,37,Yes,Travel_Rarely,1141,Research & Development,2,Medical,Female,61,2,Healthcare Representative,Married,4777,14382,5,No,15,3,0,15,2,1,0
1034,Bert S Kinkade,55,No,Travel_Frequently,135,Research & Development,4,Medical,Male,62,2,Healthcare Representative,Married,6385,12992,3,Yes,14,3,2,17,3,8,7
1035,Margrett M Confer,41,No,Non-Travel,247,Research & Development,1,Life Sciences,Female,55,5,Research Director,Divorced,19973,20284,1,No,22,4,2,21,3,21,16
1036,Tuan L Rhymes,38,No,Travel_Rarely,1035,Sales,4,Life Sciences,Male,42,2,Sales Executive,Single,6861,4981,8,Yes,12,3,0,19,1,1,0
1037,Meda I Hayner,26,Yes,Non-Travel,265,Sales,2,Medical,Male,79,2,Sales Executive,Single,4969,21813,8,No,18,3,0,7,6,2,2
1038,Adalberto W Creek,52,Yes,Travel_Rarely,266,Sales,1,Marketing,Female,57,5,Manager,Married,19845,25846,1,No,15,3,1,33,3,32,14
1039,Renaldo K Cheatham,44,No,Travel_Rarely,1448,Sales,3,Medical,Female,53,4,Sales Executive,Married,13320,11737,3,Yes,18,3,1,23,2,12,11
1040,Grisel R Whitty,50,No,Non-Travel,145,Sales,3,Life Sciences,Female,95,2,Sales Executive,Married,6347,24920,0,No,12,3,1,19,3,18,7
1042,Clemente S Wiechmann,36,Yes,Travel_Rarely,885,Research & Development,4,Life Sciences,Female,43,1,Laboratory Technician,Single,2743,8269,1,No,16,3,0,18,1,17,13
1043,Wm S Goldschmidt,39,No,Travel_Frequently,945,Research & Development,3,Medical,Female,82,3,Manufacturing Director,Single,10880,5083,1,Yes,13,3,0,21,2,21,6
1044,Lamar A Partida,33,No,Non-Travel,1038,Sales,1,Life Sciences,Female,88,1,Sales Representative,Single,2342,21437,0,No,19,3,0,3,2,2,2
1045,Rex K Dion,45,No,Travel_Rarely,1234,Sales,2,Life Sciences,Female,90,4,Manager,Married,17650,5404,3,No,13,3,1,26,4,9,3
1046,Louann X Sakamoto,32,No,Non-Travel,1109,Research & Development,4,Medical,Female,69,1,Laboratory Technician,Single,4025,11135,9,No,12,3,0,10,2,8,7
1047,Murray D Pennock,34,No,Travel_Rarely,216,Sales,4,Marketing,Male,75,2,Sales Executive,Divorced,9725,12278,0,No,11,3,1,16,2,15,1
1048,Rosella E Marron,59,No,Travel_Rarely,1089,Sales,2,Technical Degree,Male,66,3,Manager,Married,11904,11038,3,Yes,14,3,1,14,1,6,4
1049,Nelida E Cheeks,45,No,Travel_Rarely,788,Human Resources,4,Medical,Male,36,1,Human Resources,Single,2177,8318,1,No,16,3,0,6,3,6,3
1050,Roselia F Britton,53,No,Travel_Frequently,124,Sales,3,Marketing,Female,38,3,Sales Executive,Married,7525,23537,2,No,12,3,1,30,2,15,7
1052,Gilberto U Greaves,36,Yes,Travel_Rarely,660,Research & Development,3,Other,Male,81,2,Laboratory Technician,Divorced,4834,7858,7,No,14,3,1,9,3,1,0
1053,Keven A Jewell,26,Yes,Travel_Frequently,342,Research & Development,3,Life Sciences,Male,57,1,Research Scientist,Married,2042,15346,6,Yes,14,3,1,6,2,3,2
1055,Kate O Paull,34,No,Travel_Rarely,1333,Sales,4,Life Sciences,Female,87,1,Sales Representative,Married,2220,18410,1,Yes,19,3,1,1,2,1,1
1056,Marni O Otter,28,No,Travel_Rarely,1144,Sales,1,Medical,Male,74,1,Sales Representative,Married,1052,23384,1,No,22,4,0,1,5,1,0
1060,Augusta G Kircher,38,No,Travel_Frequently,1186,Research & Development,4,Other,Male,44,1,Research Scientist,Married,2821,2997,3,No,16,3,1,8,2,2,2
1061,Lincoln D Cauley,50,No,Travel_Rarely,1464,Research & Development,4,Medical,Male,62,5,Research Director,Married,19237,12853,2,Yes,11,3,1,29,2,8,1
1062,Ramona W Rand,37,No,Travel_Rarely,124,Research & Development,3,Other,Female,35,2,Healthcare Representative,Single,4107,13848,3,No,15,3,0,8,3,4,3
1066,Davis Z Gaylor,40,No,Travel_Rarely,300,Sales,3,Marketing,Male,74,2,Sales Executive,Married,8396,22217,1,No,14,3,1,8,3,7,7
1068,Margit E Gallion,26,No,Travel_Frequently,921,Research & Development,1,Medical,Female,66,1,Research Scientist,Divorced,2007,25265,1,No,13,3,2,5,5,5,3
1069,Sharyl Y Torian,46,No,Travel_Rarely,430,Research & Development,4,Medical,Male,40,5,Research Director,Divorced,19627,21445,9,No,17,3,2,23,0,2,2
1070,Buddy W Lofgren,54,No,Travel_Rarely,1082,Sales,4,Life Sciences,Female,41,3,Sales Executive,Married,10686,8392,6,No,11,3,1,13,4,9,4
1071,Malcolm Y Bonaparte,56,No,Travel_Frequently,1240,Research & Development,3,Medical,Female,63,1,Research Scientist,Married,2942,12154,2,No,19,3,1,18,4,5,4
1073,Marissa S Hughes,36,No,Travel_Rarely,796,Research & Development,5,Medical,Female,51,3,Manufacturing Director,Single,8858,15669,0,No,11,3,0,15,2,14,8
1074,Paz J Hegwood,55,No,Non-Travel,444,Research & Development,1,Medical,Male,40,4,Manager,Single,16756,17323,7,No,15,3,0,31,3,9,7
1076,Jacinda X Michalec,43,No,Travel_Rarely,415,Sales,3,Medical,Male,79,3,Sales Executive,Divorced,10798,5268,5,No,13,3,1,18,5,1,0
1077,August F Dones,20,Yes,Travel_Frequently,769,Sales,3,Marketing,Female,54,1,Sales Representative,Single,2323,17205,1,Yes,14,3,0,2,3,2,2
1079,Sherlene E Mcdaniel,21,Yes,Travel_Rarely,1334,Research & Development,3,Life Sciences,Female,36,1,Laboratory Technician,Single,1416,17258,1,No,13,3,0,1,6,1,0
1080,Linette Q Menard,46,No,Travel_Rarely,1003,Research & Development,4,Life Sciences,Female,74,2,Research Scientist,Divorced,4615,21029,8,Yes,23,4,3,19,2,16,13
1081,Emmanuel G Chamorro,51,Yes,Travel_Rarely,1323,Research & Development,4,Life Sciences,Male,34,1,Research Scientist,Married,2461,10332,9,Yes,12,3,3,18,2,10,0
1082,Jeramy T Londono,28,Yes,Non-Travel,1366,Research & Development,2,Technical Degree,Male,72,3,Healthcare Representative,Single,8722,12355,1,No,12,3,0,10,2,10,7
1083,Freddie C Headen,26,No,Travel_Rarely,192,Research & Development,2,Medical,Male,59,1,Laboratory Technician,Married,3955,11141,1,No,16,3,2,6,2,5,3
1084,Stefanie P Rose,30,No,Travel_Rarely,1176,Research & Development,3,Other,Male,85,2,Manufacturing Director,Married,9957,9096,0,No,15,3,1,7,1,6,2
1085,Paola R Timberlake,41,No,Travel_Rarely,509,Research & Development,2,Technical Degree,Female,43,1,Research Scientist,Married,3376,18863,1,No,13,3,0,10,3,10,6
1088,Bridget D Spadaro,38,No,Travel_Rarely,330,Research & Development,1,Life Sciences,Female,65,3,Healthcare Representative,Married,8823,24608,0,No,18,3,1,20,4,19,9
1092,Mauricio I Streets,40,No,Travel_Rarely,1492,Research & Development,4,Technical Degree,Male,61,3,Healthcare Representative,Married,10322,26542,4,No,20,4,1,14,6,11,10
1094,Les V Bejarano,27,No,Non-Travel,1277,Research & Development,5,Life Sciences,Male,87,1,Laboratory Technician,Married,4621,5869,1,No,19,3,3,3,4,3,2
1096,Vinita E Chamber,55,No,Travel_Frequently,1091,Research & Development,1,Life Sciences,Male,65,3,Manufacturing Director,Married,10976,15813,3,No,18,3,1,23,4,3,2
1097,Neil Z Stoughton,28,No,Travel_Rarely,857,Research & Development,3,Other,Female,59,2,Research Scientist,Single,3660,7909,3,No,13,3,0,10,4,8,7
1098,Kassie Q Binder,44,Yes,Travel_Rarely,1376,Human Resources,2,Medical,Male,91,3,Human Resources,Married,10482,2326,9,No,14,3,1,24,1,20,6
1099,Carlton P Mahurin,33,No,Travel_Rarely,654,Research & Development,3,Life Sciences,Male,34,3,Healthcare Representative,Divorced,7119,21214,4,No,15,3,1,9,2,3,2
1100,Mei H Silvera,35,Yes,Travel_Rarely,1204,Sales,3,Technical Degree,Male,86,3,Sales Executive,Single,9582,10333,0,Yes,22,4,0,9,2,8,7
1101,Cindie T Madden,33,Yes,Travel_Frequently,827,Research & Development,4,Medical,Female,54,2,Research Scientist,Single,4508,3129,1,No,22,4,0,14,4,13,7
1102,Van E Broadbent,28,No,Travel_Rarely,895,Research & Development,2,Life Sciences,Male,50,1,Laboratory Technician,Divorced,2207,22482,1,No,16,3,1,4,5,4,2
1103,Joanna M Sandefur,34,No,Travel_Frequently,618,Research & Development,1,Life Sciences,Male,45,2,Healthcare Representative,Single,7756,22266,0,No,17,3,0,7,1,6,2
1105,Estella E Miley,37,No,Travel_Rarely,309,Sales,4,Life Sciences,Female,88,2,Sales Executive,Divorced,6694,24223,2,Yes,14,3,3,8,5,1,0
1106,Liana T Quesenberry,25,Yes,Travel_Rarely,1219,Research & Development,1,Technical Degree,Male,32,1,Laboratory Technician,Married,3691,4605,1,Yes,15,3,1,7,3,7,7
1107,Guy S Troy,26,Yes,Travel_Rarely,1330,Research & Development,3,Medical,Male,37,1,Laboratory Technician,Divorced,2377,19373,1,No,20,4,1,1,0,1,1
1108,Isiah S Coppock,33,Yes,Travel_Rarely,1017,Research & Development,3,Medical,Male,55,1,Research Scientist,Single,2313,2993,4,Yes,20,4,0,5,0,2,2
1109,Loren H Mckenzie,42,No,Travel_Rarely,469,Research & Development,2,Medical,Male,35,4,Manager,Married,17665,14399,0,No,17,3,1,23,3,22,6
1111,Gwyn I Parish,28,Yes,Travel_Frequently,1009,Research & Development,3,Medical,Male,45,1,Laboratory Technician,Divorced,2596,7160,1,No,15,3,2,1,2,1,0
1113,Norris P Ewen,50,Yes,Travel_Frequently,959,Sales,4,Other,Male,81,2,Sales Executive,Single,4728,17251,3,Yes,14,3,0,5,4,0,0
1114,Tayna L Covarrubias,33,No,Travel_Frequently,970,Sales,3,Life Sciences,Female,30,2,Sales Executive,Married,4302,13401,0,No,17,3,1,4,3,3,2
1115,Asley F Mcewan,34,No,Non-Travel,697,Research & Development,4,Life Sciences,Male,40,1,Research Scientist,Married,2979,22478,3,No,17,3,3,6,2,0,0
1116,Jeremiah N Curran,48,No,Non-Travel,1262,Research & Development,4,Medical,Male,35,4,Manager,Single,16885,16154,2,No,22,4,0,27,3,5,4
1117,Troy J Higbee,45,No,Non-Travel,1050,Sales,4,Life Sciences,Female,65,2,Sales Executive,Married,5593,17970,1,No,13,3,1,15,2,15,10
1118,Lesha K Cai,52,No,Travel_Rarely,994,Research & Development,4,Life Sciences,Male,87,3,Healthcare Representative,Single,10445,15322,7,No,19,3,0,18,4,8,6
1119,Denis T Yelle,38,No,Travel_Rarely,770,Sales,4,Marketing,Male,73,3,Sales Executive,Divorced,8740,5569,0,Yes,14,3,2,9,2,8,7
1120,Krissy S Valazquez,29,No,Travel_Rarely,1107,Research & Development,4,Life Sciences,Female,93,1,Research Scientist,Divorced,2514,26968,4,No,22,4,1,11,1,7,5
1121,Hayden J Jang,28,No,Travel_Rarely,950,Research & Development,3,Medical,Female,93,3,Manufacturing Director,Divorced,7655,8039,0,No,17,3,3,10,3,9,7
1124,Franklyn V Hummell,46,No,Travel_Rarely,406,Sales,1,Marketing,Male,52,4,Manager,Married,17465,15596,3,No,12,3,1,23,3,12,9
1125,Patrick H Gilleland,38,No,Travel_Rarely,130,Sales,2,Marketing,Male,32,3,Sales Executive,Single,7351,20619,7,No,16,3,0,10,2,1,0
1126,Lidia S Gerling,43,No,Travel_Frequently,1082,Research & Development,3,Life Sciences,Female,83,3,Manufacturing Director,Married,10820,11535,8,No,11,3,1,18,1,8,7
1127,Carlotta T Ryles,39,Yes,Travel_Frequently,203,Research & Development,3,Life Sciences,Male,84,4,Healthcare Representative,Divorced,12169,13547,7,No,11,3,3,21,4,18,7
1128,Digna Q Eck,40,No,Travel_Rarely,1308,Research & Development,3,Medical,Male,44,5,Research Director,Single,19626,17544,1,No,14,3,0,21,2,20,7
1131,Galina G Woodbury,21,No,Travel_Rarely,984,Research & Development,1,Technical Degree,Female,70,1,Research Scientist,Single,2070,25326,1,Yes,11,3,0,2,6,2,2
1132,Carmon A Howlett,39,No,Non-Travel,439,Research & Development,3,Life Sciences,Male,70,2,Laboratory Technician,Single,6782,8770,9,No,15,3,0,9,2,5,4
1133,Josiah R Gutierres,36,No,Non-Travel,217,Research & Development,4,Life Sciences,Male,78,2,Manufacturing Director,Single,7779,23238,2,No,20,4,0,18,0,11,9
1135,Leonel S Yuan,31,No,Travel_Frequently,793,Sales,3,Life Sciences,Male,67,1,Sales Representative,Married,2791,21981,0,No,12,3,1,3,4,2,2
1136,Sharri Z Gormley,28,No,Travel_Rarely,1451,Research & Development,1,Life Sciences,Male,67,1,Research Scientist,Married,3201,19911,0,No,17,3,0,6,2,5,3
1137,Mignon H Ballesteros,35,No,Travel_Frequently,1182,Sales,2,Marketing,Male,54,2,Sales Executive,Divorced,4968,18500,1,No,11,3,1,5,3,5,2
1138,Carmelia R Lattimer,49,No,Travel_Rarely,174,Sales,4,Technical Degree,Male,56,4,Sales Executive,Married,13120,11879,6,No,17,3,1,22,3,9,8
1140,Francis O Encarnacion,34,No,Travel_Frequently,1003,Research & Development,2,Life Sciences,Male,95,2,Manufacturing Director,Single,4033,15834,2,No,11,3,0,5,3,3,2
1143,Denis Y Fehr,29,No,Travel_Frequently,490,Research & Development,3,Life Sciences,Female,61,1,Research Scientist,Divorced,3291,17940,0,No,14,3,2,8,2,7,5
1148,Lisa C Sheridan,42,No,Travel_Rarely,188,Research & Development,3,Medical,Male,56,2,Laboratory Technician,Single,4272,9558,4,No,19,3,0,16,3,1,0
1150,Ezequiel N Shell,29,No,Travel_Rarely,718,Research & Development,1,Medical,Male,79,2,Manufacturing Director,Married,5056,17689,1,Yes,15,3,1,10,2,10,7
1152,Timmy I Poteat,38,No,Travel_Rarely,433,Human Resources,3,Human Resources,Male,37,1,Human Resources,Married,2844,6004,1,No,13,3,1,7,2,7,6
1154,Nigel V Dupras,28,No,Travel_Frequently,773,Research & Development,3,Life Sciences,Male,39,1,Research Scientist,Divorced,2703,22088,1,Yes,14,3,1,3,2,3,1
1156,Meryl B Jude,18,Yes,Non-Travel,247,Research & Development,1,Medical,Male,80,1,Laboratory Technician,Single,1904,13556,1,No,12,3,0,0,0,0,0
1157,Herb B Irving,33,Yes,Travel_Rarely,603,Sales,4,Marketing,Female,77,2,Sales Executive,Single,8224,18385,0,Yes,17,3,0,6,3,5,2
1158,Samantha V Lucky,41,No,Travel_Rarely,167,Research & Development,4,Life Sciences,Male,46,1,Laboratory Technician,Married,4766,9051,3,Yes,11,3,1,6,4,1,0
1160,Frankie I Speed,31,Yes,Travel_Frequently,874,Research & Development,3,Medical,Male,72,1,Laboratory Technician,Married,2610,6233,1,No,12,3,1,2,5,2,2
1161,Wilhelmina Y Keaney,37,No,Travel_Rarely,367,Research & Development,2,Medical,Female,52,2,Healthcare Representative,Divorced,5731,17171,7,No,13,3,2,9,2,6,2
1162,Karlene L Mckean,27,No,Travel_Rarely,199,Research & Development,3,Life Sciences,Male,55,1,Research Scientist,Married,2539,7950,1,No,13,3,1,4,0,4,2
1163,Emmitt X Plante,34,No,Travel_Rarely,1400,Sales,1,Life Sciences,Female,70,2,Sales Executive,Married,5714,5829,1,No,20,4,0,6,3,6,5
1164,Chaya W Caudle,35,No,Travel_Rarely,528,Human Resources,4,Technical Degree,Male,100,1,Human Resources,Single,4323,7108,1,No,17,3,0,6,2,5,4
1165,Reanna I Hampton,29,Yes,Travel_Rarely,408,Sales,1,Life Sciences,Female,45,3,Sales Executive,Married,7336,11162,1,No,13,3,1,11,3,11,8
1166,Micaela N Buker,40,No,Travel_Frequently,593,Research & Development,4,Medical,Female,88,3,Research Director,Single,13499,13782,9,No,17,3,0,20,3,18,7
1167,Carmelia E Bergeron,42,Yes,Travel_Frequently,481,Sales,3,Life Sciences,Male,44,4,Sales Executive,Single,13758,2447,0,Yes,12,3,0,22,2,21,9
1171,Ulysses S Abate,42,No,Travel_Rarely,647,Sales,4,Marketing,Male,45,2,Sales Executive,Single,5155,2253,7,No,13,3,0,9,3,6,4
1172,Love G Lent,35,No,Travel_Rarely,982,Research & Development,4,Medical,Male,58,1,Laboratory Technician,Married,2258,16340,6,No,12,3,1,10,2,8,0
1173,Stan S Watt,24,No,Travel_Rarely,477,Research & Development,3,Medical,Male,49,1,Laboratory Technician,Single,3597,6409,8,No,22,4,0,6,2,4,3
1175,Kindra V Cruickshank,28,Yes,Travel_Rarely,1485,Research & Development,1,Life Sciences,Female,79,1,Laboratory Technician,Married,2515,22955,1,Yes,11,3,0,1,4,1,1
1177,Micheal F Mcleroy,26,No,Travel_Rarely,1384,Research & Development,4,Medical,Male,82,1,Laboratory Technician,Married,4420,13421,1,No,22,4,1,8,2,8,7
1179,Gwyn E Etzel,30,No,Travel_Rarely,852,Sales,3,Marketing,Male,72,2,Sales Executive,Married,6578,2706,1,No,18,3,1,10,3,10,3
1180,Ressie I Goodwyn,40,No,Travel_Frequently,902,Research & Development,2,Medical,Female,92,2,Research Scientist,Married,4422,21203,3,Yes,13,3,1,16,3,1,1
1182,Colton B Salzman,35,No,Travel_Rarely,819,Research & Development,3,Life Sciences,Male,44,3,Manufacturing Director,Divorced,10274,19588,2,No,18,3,1,15,2,7,7
1184,Marylynn G Ealey,34,No,Travel_Frequently,669,Research & Development,3,Medical,Male,97,2,Healthcare Representative,Single,5343,25755,0,No,20,4,0,14,3,13,9
1185,Neil V Gebhard,35,No,Travel_Frequently,636,Research & Development,4,Other,Male,47,1,Laboratory Technician,Married,2376,26537,1,No,13,3,1,2,2,2,2
1188,Kermit L Mcphail,43,Yes,Travel_Rarely,1372,Sales,3,Marketing,Female,85,2,Sales Executive,Single,5346,9489,8,No,13,3,0,7,2,4,3
1190,Julio P Dockery,32,No,Non-Travel,862,Sales,1,Life Sciences,Female,76,1,Sales Representative,Divorced,2827,14947,1,No,12,3,3,1,3,1,0
1191,Tressa Q Standard,56,No,Travel_Rarely,718,Research & Development,4,Technical Degree,Female,92,5,Manager,Divorced,19943,18575,4,No,13,3,1,28,2,5,2
1192,Dwayne W Marker,29,No,Travel_Rarely,1401,Research & Development,1,Medical,Female,54,1,Laboratory Technician,Married,3131,26342,1,No,13,3,1,10,5,10,8
1193,Ayako L Bachmann,19,No,Travel_Rarely,645,Research & Development,2,Life Sciences,Male,54,1,Research Scientist,Single,2552,7172,1,No,25,4,0,1,4,1,1
1195,Salena I Santillan,45,No,Travel_Rarely,1457,Research & Development,3,Medical,Female,83,1,Research Scientist,Married,4477,20100,4,Yes,19,3,1,7,2,3,2
1196,Nelson O Dubuc,37,No,Travel_Rarely,977,Research & Development,3,Life Sciences,Female,56,2,Manufacturing Director,Married,6474,9961,1,No,13,3,1,14,2,14,8
1198,Lincoln D Demaria,20,No,Travel_Rarely,805,Research & Development,3,Life Sciences,Male,87,1,Laboratory Technician,Single,3033,12828,1,No,12,3,0,2,2,2,2
1200,Eleonora S Pollard,44,Yes,Travel_Rarely,1097,Research & Development,4,Life Sciences,Male,96,1,Research Scientist,Single,2936,10826,1,Yes,11,3,0,6,4,6,4
1201,Sherise C Bledsoe,53,No,Travel_Rarely,1223,Research & Development,2,Medical,Female,50,5,Manager,Divorced,18606,18640,3,No,18,3,1,26,6,7,7
1202,Chase J Paradise,29,No,Travel_Rarely,942,Research & Development,1,Life Sciences,Female,69,1,Research Scientist,Married,2168,26933,0,Yes,18,3,1,6,2,5,4
1203,Ernestine E Fludd,22,Yes,Travel_Frequently,1256,Research & Development,4,Life Sciences,Male,48,1,Research Scientist,Married,2853,4223,0,Yes,11,3,1,1,5,0,0
1204,Fernando S Korhonen,46,No,Travel_Rarely,1402,Sales,3,Marketing,Female,69,4,Manager,Married,17048,24097,8,No,23,4,0,28,2,26,15
1206,Shanti F Quirion,44,No,Non-Travel,111,Research & Development,3,Life Sciences,Male,74,1,Research Scientist,Single,2290,4279,2,No,13,3,0,6,3,0,0
1207,Dovie U Nickerson,33,No,Travel_Rarely,147,Human Resources,3,Human Resources,Male,99,1,Human Resources,Married,3600,8429,1,No,13,3,1,5,2,5,4
1210,Lacy Q Deshotel,41,Yes,Non-Travel,906,Research & Development,2,Life Sciences,Male,95,1,Research Scientist,Divorced,2107,20293,6,No,17,3,1,5,2,1,0
1211,Leslie I Stolte,30,No,Travel_Rarely,1329,Sales,4,Life Sciences,Male,61,2,Sales Executive,Divorced,4115,13192,8,No,19,3,3,8,3,4,3
1212,Valene R Yost,40,No,Travel_Frequently,1184,Sales,4,Medical,Male,62,2,Sales Executive,Married,4327,25440,5,No,12,3,3,5,2,0,0
1215,Earlean Y Funke,50,No,Travel_Frequently,1421,Research & Development,3,Medical,Female,30,4,Manager,Married,17856,9490,2,No,22,4,1,32,3,2,2
1216,Eloise Z Demoss,28,No,Travel_Rarely,1179,Research & Development,4,Medical,Male,78,1,Laboratory Technician,Married,3196,12449,1,No,12,3,3,6,2,6,5
1217,Keven F Bingham,46,No,Travel_Rarely,1450,Research & Development,2,Life Sciences,Male,52,5,Research Director,Married,19081,10849,5,No,11,3,1,25,2,4,2
1218,Magaly U Mcneel,35,No,Travel_Rarely,1361,Sales,4,Life Sciences,Male,94,2,Sales Executive,Married,8966,21026,3,Yes,15,3,3,15,2,7,7
1219,Mika J Rodriquez,24,Yes,Travel_Rarely,984,Research & Development,2,Life Sciences,Female,97,1,Laboratory Technician,Married,2210,3372,1,No,13,3,1,1,3,1,0
1220,Freddy A Rolling,33,No,Travel_Frequently,1146,Sales,3,Medical,Female,82,2,Sales Executive,Married,4539,4905,1,No,12,3,1,10,3,10,7
1221,Morgan O Carriere,36,No,Travel_Rarely,917,Research & Development,4,Life Sciences,Male,60,1,Laboratory Technician,Divorced,2741,6865,1,No,14,3,1,7,4,7,7
